CRIME DATE,TIME START,TIME END,ADDRESS,CRIME TYPE,ARREST MADE,LARCENY TYPE,ID
2021-11-09,04:45:00,04:45:00,1000 S  GEDDES ST     ,BURGLARY,No,From Building,1509
2021-08-03,22:00:00,12:00:00,1000 S  MCBRIDE ST     ,LARCENY,No,All Other,1510
2021-06-06,04:30:00,05:00:00,1000 S  MCBRIDE ST     ,BURGLARY,No,,1511
2021-07-26,20:00:00,02:30:00,1000 S  MCBRIDE ST     ,LARCENY,No,From Motor Vehicle,1512
2021-08-25,05:40:00,05:19:00,1000 S  MCBRIDE ST     ,AGGRAVATED ASSAULT,Yes,,1513
2021-07-14,10:45:00,10:45:00,1000 S  MCBRIDE ST     ,MV THEFT,No,Motor Vehicle,1514
2021-12-03,00:00:00,03:10:00,1000 S  SALINA ST     ,BURGLARY,No,From Building,1515
2021-12-21,16:00:00,20:00:00,1000 S  TOWNSEND ST     ,MV THEFT,No,Motor Vehicle,1516
2021-07-17,00:51:00,00:51:00,1000 S  TOWNSEND ST     ,AGGRAVATED ASSAULT,No,,1517
2021-09-22,21:19:00,21:19:00,1000 S  TOWNSEND ST     ,AGGRAVATED ASSAULT,No,,1518
2021-07-27,15:49:00,15:49:00,1000 S  TOWNSEND ST     ,AGGRAVATED ASSAULT,Yes,,1519
2021-01-02,07:21:00,07:21:00,1000 SALT SPRINGS RD     ,BURGLARY,No,From Building,1520
2021-08-08,18:30:00,09:00:00,1000 SOUTH AV     ,BURGLARY,No,All Other,1521
2021-05-26,11:00:00,12:00:00,1000 SOUTH AV     ,LARCENY,No,Of MV Parts/Accessories,1522
2021-12-04,17:00:00,14:07:00,1000 SOUTH AV   ,LARCENY,No,Of MV Parts/Accessories,1523
2021-09-04,23:04:00,23:04:00,1000 SPRING ST     ,ROBBERY,Yes,,1524
2021-06-16,22:49:00,22:49:00,1000 SPRING ST     ,LARCENY,No,All Other,1525
2021-04-18,12:37:00,12:37:00,1000 SPRING ST     ,LARCENY,No,From Building,1526
2021-02-24,02:00:00,18:55:00,1000 TALLMAN ST     ,BURGLARY,No,From Building,1527
2021-04-27,11:30:00,16:55:00,1000 TYSON PL     ,LARCENY,No,All Other,1528
2021-12-15,07:30:00,12:30:00,1000 W  BELDEN AV   ,LARCENY,Yes,All Other,1529
2021-11-15,10:24:00,10:24:00,1000 W  BELDEN AV   ,LARCENY,No,Of MV Parts/Accessories,1530
2021-09-22,00:09:00,00:09:00,1000 W  BELDEN AV     ,BURGLARY,No,,1531
2021-09-15,00:59:00,00:59:00,1000 W  BELDEN AV     ,BURGLARY,No,Of MV Parts/Accessories,1532
2021-09-15,00:59:00,00:59:00,1000 W  BELDEN AV     ,BURGLARY,No,Of MV Parts/Accessories,1533
2021-10-12,06:40:00,06:50:00,1000 W  COLVIN ST     ,LARCENY,No,Motor Vehicle,1534
2021-06-10,05:00:00,05:00:00,1000 W  COLVIN ST     ,LARCENY,No,All Other,1535
2021-08-05,08:30:00,08:30:00,1000 W  GENESEE ST     ,MV THEFT,No,Motor Vehicle,1536
2021-01-29,16:00:00,23:59:00,1000 W  GENESEE ST     ,LARCENY,No,All Other,1537
2021-09-30,02:00:00,06:00:00,1000 W  GENESEE ST     ,LARCENY,No,All Other,1538
2021-06-04,17:00:00,17:00:00,1000 W  GENESEE ST     ,MV THEFT,No,All Other,1539
2021-06-24,16:30:00,16:30:00,1000 W  GENESEE ST     ,LARCENY,No,Shoplifting,1540
2021-05-26,17:26:00,17:26:00,1000 W  GENESEE ST     ,LARCENY,Yes,Shoplifting,1541
2021-10-23,19:30:00,19:30:00,1000 W  GENESEE ST     ,MV THEFT,No,Motor Vehicle,1542
2021-03-07,01:41:00,01:41:00,1000 W  GENESEE ST     ,LARCENY,No,From Building,1543
2021-05-04,18:04:00,18:19:00,1000 W  GENESEE ST     ,LARCENY,No,Purse Snatch,1544
2021-02-19,00:16:00,00:16:00,1000 W  GENESEE ST     ,LARCENY,No,Shoplifting,1545
2021-06-13,02:15:00,02:15:00,1000 W  GENESEE ST     ,AGGRAVATED ASSAULT,No,,1546
2021-03-25,19:00:00,19:00:00,1000 W  GENESEE ST     ,MV THEFT,No,Motor Vehicle,1547
2021-06-03,11:25:00,11:25:00,1000 W  GENESEE ST     ,MV THEFT,No,Of MV Parts/Accessories,1548
2021-05-17,11:30:00,15:30:00,1000 W  GENESEE ST     ,LARCENY,No,All Other,1549
2021-01-23,17:30:00,17:30:00,1000 W  GENESEE ST     ,LARCENY,No,From Motor Vehicle,1550
2021-10-21,06:00:00,10:00:00,1000 W  GENESEE ST     ,LARCENY,No,All Other,1551
2021-04-06,01:11:00,01:11:00,1000 W  GENESEE ST     ,LARCENY,No,Shoplifting,1552
2021-05-03,09:29:00,09:29:00,1000 W  GENESEE ST     ,LARCENY,Yes,,1553
2021-03-08,17:14:00,17:14:00,1000 W  GENESEE ST     ,LARCENY,Yes,Shoplifting,1554
2021-01-11,14:30:00,11:20:00,1000 W  GENESEE ST     ,LARCENY,No,All Other,1555
2021-03-27,13:00:00,20:00:00,1000 W  GENESEE ST     ,LARCENY,Yes,All Other,1556
2021-03-26,08:00:00,08:00:00,1000 W  GENESEE ST     ,MV THEFT,No,Motor Vehicle,1557
2021-10-02,16:00:00,16:00:00,1000 W  GENESEE ST     ,LARCENY,No,All Other,1558
2021-01-29,00:35:00,00:35:00,1000 W  GENESEE ST     ,AGGRAVATED ASSAULT,No,,1559
2021-12-24,07:06:00,07:06:00,1000 W  GENESEE ST     ,BURGLARY,No,From Building,1560
2021-01-05,01:33:00,01:33:00,1000 W  GENESEE ST     ,BURGLARY,No,From Building,1561
2021-08-05,15:20:00,15:20:00,1000 W  GENESEE ST     ,LARCENY,No,Shoplifting,1562
2021-02-08,15:35:00,15:35:00,1000 W  GENESEE ST     ,LARCENY,Yes,Shoplifting,1563
2021-04-02,10:16:00,01:12:00,1000 W  ONONDAGA ST     ,AGGRAVATED ASSAULT,Yes,,1564
2021-08-15,19:40:00,19:40:00,1000 W  ONONDAGA ST     ,AGGRAVATED ASSAULT,No,,1565
2021-03-19,00:05:00,00:30:00,1000 W  ONONDAGA ST     ,AGGRAVATED ASSAULT,Yes,,1566
2021-07-29,12:58:00,14:00:00,1000 WILLIS AVE    ,LARCENY,No,All Other,1567
2021-11-15,16:45:00,16:45:00,1100 BELLEVUE AV   ,AGGRAVATED ASSAULT,Yes,,1568
2021-11-28,01:15:00,01:25:00,1100 BELLEVUE AV   ,BURGLARY,Yes,,1569
2021-06-30,11:45:00,12:00:00,1100 BUTTERNUT ST     ,LARCENY,No,From Building,1570
2021-04-24,19:30:00,18:00:00,1100 BUTTERNUT ST     ,LARCENY,No,From Building,1571
2021-07-13,06:30:00,07:00:00,1100 BUTTERNUT ST     ,AGGRAVATED ASSAULT,No,,1572
2021-07-26,01:15:00,01:25:00,1100 BUTTERNUT ST     ,BURGLARY,Yes,,1573
2021-12-13,21:01:00,21:01:00,1100 BUTTERNUT ST     ,LARCENY,No,All Other,1574
2021-01-20,11:00:00,11:21:00,1100 BUTTERNUT ST     ,BURGLARY,Yes,,1575
2021-06-22,19:00:00,19:45:00,1100 BUTTERNUT ST     ,BURGLARY,No,From Building,1576
2021-11-11,07:55:00,08:00:00,1100 BUTTERNUT ST     ,MV THEFT,No,From Motor Vehicle,1577
2021-05-11,16:30:00,10:00:00,1100 BUTTERNUT ST     ,BURGLARY,No,From Building,1578
2021-09-22,09:30:00,09:50:00,1100 CANNON ST     ,AGGRAVATED ASSAULT,Yes,,1579
2021-05-05,01:15:00,09:36:00,1100 CANNON ST     ,LARCENY,No,All Other,1580
2021-11-22,13:00:00,19:40:00,1100 COURT ST     ,BURGLARY,No,From Building,1581
2021-04-02,10:28:00,10:28:00,1100 COURT ST     ,LARCENY,No,From Motor Vehicle,1582
2021-03-29,08:15:00,16:15:00,1100 E  ADAMS ST     ,LARCENY,No,From Motor Vehicle,1583
2021-07-16,09:30:00,16:45:00,1100 E  ADAMS ST     ,LARCENY,No,From Motor Vehicle,1584
2021-05-15,18:30:00,05:00:00,1100 E  COLVIN ST     ,BURGLARY,Yes,From Building,1585
2021-10-06,06:15:00,06:35:00,1100 E  FAYETTE ST     ,BURGLARY,No,From Building,1586
2021-12-24,07:43:00,07:43:00,1100 E  FAYETTE ST     ,BURGLARY,No,From Building,1587
2021-11-29,12:25:00,12:29:00,1100 E  FAYETTE ST     ,AGGRAVATED ASSAULT,No,,1588
2021-11-14,00:18:00,00:18:00,1100 E  FAYETTE ST     ,LARCENY,Yes,Pocket Picking,1589
2021-10-20,18:00:00,19:00:00,1100 E  GENESEE ST     ,LARCENY,No,Of Bicycle,1590
2021-11-03,02:00:00,02:00:00,1100 ERIE BLVD E ,MV THEFT,No,Motor Vehicle,1591
2021-07-31,12:40:00,12:50:00,1100 ERIE BLVD E ,AGGRAVATED ASSAULT,No,,1592
2021-03-04,14:40:00,14:40:00,1100 EUCLID AVE    ,LARCENY,No,All Other,1593
2021-04-19,13:20:00,14:00:00,1100 FIRST NORTH ST     ,LARCENY,No,All Other,1594
2021-11-16,14:00:00,14:54:00,1100 FIRST NORTH ST     ,LARCENY,No,All Other,1595
2021-03-07,23:55:00,00:00:00,1100 FIRST NORTH ST     ,LARCENY,Yes,From Motor Vehicle,1596
2021-01-14,05:05:00,05:10:00,1100 FIRST NORTH ST     ,BURGLARY,No,From Building,1597
2021-01-19,18:00:00,18:00:00,1100 GLENNWOOD AV     ,LARCENY,No,All Other,1598
2021-01-20,22:00:00,04:00:00,1100 GLENWOOD AV     ,BURGLARY,No,,1599
2021-08-10,19:43:00,19:43:00,1100 HAWLEY AV     ,AGGRAVATED ASSAULT,Yes,,1600
2021-01-30,20:20:00,20:20:00,1100 HAWLEY AV     ,MV THEFT,No,Motor Vehicle,1601
2021-04-13,20:50:00,20:50:00,1100 HAWLEY AV     ,AGGRAVATED ASSAULT,No,,1602
2021-07-11,02:55:00,02:55:00,1100 HAWLEY AV     ,AGGRAVATED ASSAULT,Yes,,1603
2021-12-11,20:56:00,20:56:00,1100 MADISON ST     ,LARCENY,No,,1604
2021-05-02,15:00:00,06:00:00,1100 MADISON ST     ,LARCENY,No,From Motor Vehicle,1605
2021-10-23,22:00:00,12:00:00,1100 MADISON ST     ,BURGLARY,No,All Other,1606
2021-12-04,07:40:00,07:40:00,1100 MADISON ST     ,LARCENY,No,From Motor Vehicle,1607
2021-11-29,12:00:00,08:30:00,1100 MADISON ST     ,LARCENY,No,All Other,1608
2021-04-02,11:00:00,11:05:00,1100 MIDLAND AV     ,AGGRAVATED ASSAULT,Yes,,1609
2021-02-02,12:54:00,12:54:00,1100 MIDLAND AV     ,AGGRAVATED ASSAULT,Yes,,1610
2021-03-28,17:51:00,17:51:00,1100 MILTON AV   ,AGGRAVATED ASSAULT,No,,1611
2021-11-30,21:18:00,21:18:00,1100 N  SALINA ST     ,MV THEFT,Yes,Motor Vehicle,1612
2021-10-04,21:00:00,21:00:00,1100 N  SALINA ST     ,AGGRAVATED ASSAULT,No,,1613
2021-09-19,18:00:00,07:04:00,1100 N  SALINA ST     ,LARCENY,No,From Motor Vehicle,1614
2021-04-06,21:00:00,06:21:00,1100 N  SALINA ST     ,BURGLARY,No,From Building,1615
2021-12-04,06:29:00,06:29:00,1100 N  SALINA ST     ,BURGLARY,No,From Building,1616
2021-03-23,00:30:00,23:15:00,1100 N  SALINA ST     ,AGGRAVATED ASSAULT,Yes,,1617
2021-12-13,05:45:00,05:45:00,1100 N  SALINA ST     ,BURGLARY,No,From Building,1618
2021-03-04,23:30:00,01:10:00,1100 N  SALINA ST     ,LARCENY,Yes,All Other,1619
2021-04-01,21:30:00,08:30:00,1100 N  SALINA ST     ,BURGLARY,No,From Building,1620
2021-10-31,00:00:00,12:00:00,1100 N  TOWNSEND ST     ,BURGLARY,No,From Building,1621
2021-08-05,12:30:00,12:33:00,1100 N  TOWNSEND ST     ,LARCENY,No,From Motor Vehicle,1622
2021-04-23,10:30:00,17:22:00,1100 PARK ST     ,BURGLARY,No,,1623
2021-06-27,23:50:00,23:50:00,1100 PARK ST     ,ROBBERY,No,All Other,1624
2021-06-21,07:00:00,21:44:00,1100 PARK ST     ,LARCENY,No,From Motor Vehicle,1625
2021-05-26,13:20:00,13:20:00,1100 PARK ST     ,LARCENY,No,From Motor Vehicle,1626
2021-11-17,13:58:00,13:58:00,1100 PARK ST     ,LARCENY,Yes,,1627
2021-03-15,10:15:00,10:38:00,1100 PARK ST     ,AGGRAVATED ASSAULT,Yes,,1628
2021-02-14,16:10:00,16:15:00,1100 PARK ST     ,AGGRAVATED ASSAULT,Yes,,1629
2021-12-23,00:01:00,00:01:00,1100 POND ST     ,LARCENY,No,All Other,1630
2021-08-14,03:20:00,03:20:00,1100 S  GEDDES ST     ,AGGRAVATED ASSAULT,No,,1631
2021-11-04,14:00:00,14:00:00,1100 S  GEDDES ST     ,LARCENY,No,All Other,1632
2021-07-16,12:00:00,12:00:00,1100 S  GEDDES ST     ,AGGRAVATED ASSAULT,No,,1633
2021-05-01,15:04:00,15:04:00,1100 S  GEDDES ST     ,LARCENY,No,All Other,1634
2021-05-19,15:23:00,15:23:00,1100 S  GEDDES ST     ,ROBBERY,No,All Other,1635
2021-10-06,14:43:00,14:43:00,1100 S  GEDDES ST     ,AGGRAVATED ASSAULT,Yes,,1636
2021-06-14,12:01:00,12:01:00,1100 S  MCBRIDE ST     ,AGGRAVATED ASSAULT,No,,1637
2021-05-10,22:00:00,07:00:00,1100 S  MCBRIDE ST     ,LARCENY,No,Of MV Parts/Accessories,1638
2021-10-16,04:59:00,04:59:00,1100 S  MCBRIDE ST     ,LARCENY,Yes,All Other,1639
2021-04-25,22:00:00,09:30:00,1100 S  MCBRIDE ST     ,MV THEFT,No,Motor Vehicle,1640
2021-04-18,21:09:00,21:09:00,1100 S  MCBRIDE ST     ,AGGRAVATED ASSAULT,No,,1641
2021-11-01,07:00:00,08:00:00,1100 S  MCBRIDE ST     ,LARCENY,No,,1642
2021-07-31,15:15:00,05:59:00,1100 S  MCBRIDE ST     ,LARCENY,No,All Other,1643
2021-08-20,06:30:00,09:20:00,1100 S  MCBRIDE ST     ,AGGRAVATED ASSAULT,No,,1644
2021-01-12,16:30:00,16:30:00,1100 S  SALINA ST     ,MV THEFT,No,Motor Vehicle,1645
2021-09-20,23:46:00,23:46:00,1100 S  SALINA ST     ,AGGRAVATED ASSAULT,No,,1646
2021-01-05,05:00:00,08:44:00,1100 S  STATE ST     ,MV THEFT,No,All Other,1647
2021-04-19,11:30:00,11:30:00,1100 S  TOWNSEND ST     ,AGGRAVATED ASSAULT,No,,1648
2021-07-16,01:29:00,01:29:00,1100 S  TOWNSEND ST     ,AGGRAVATED ASSAULT,Yes,,1649
2021-02-15,00:00:00,00:00:00,1100 S  TOWNSEND ST     ,LARCENY,Yes,All Other,1650
2021-05-07,02:10:00,02:43:00,1100 S  TOWNSEND ST     ,LARCENY,Yes,,1651
2021-05-11,03:12:00,03:15:00,1100 SOUTH AV     ,BURGLARY,No,,1652
2021-01-09,22:00:00,12:00:00,1100 SOUTH AV     ,MV THEFT,No,Of MV Parts/Accessories,1653
2021-02-19,00:15:00,00:15:00,1100 SPRING ST     ,LARCENY,No,All Other,1654
2021-02-18,09:00:00,11:50:00,1100 SPRING ST     ,BURGLARY,Yes,From Building,1655
2021-06-15,23:30:00,06:30:00,1100 TEALL AV     ,LARCENY,No,From Motor Vehicle,1656
2021-12-30,12:00:00,12:00:00,1100 TEALL AV   ,BURGLARY,No,From Building,1657
2021-11-16,18:00:00,03:00:00,1100 W  BELDEN AV   ,BURGLARY,No,Motor Vehicle,1658
2021-02-13,13:15:00,13:15:00,1100 W  BELDEN AV     ,BURGLARY,Yes,From Building,1659
2021-02-18,14:30:00,14:30:00,1100 W  GENESEE ST     ,LARCENY,No,From Motor Vehicle,1660
2021-12-18,,22:14:00,1100 W COLVIN ST ,MURDER,No,,1661
2021-03-28,16:00:00,22:15:00,1100 WESTCOTT ST     ,LARCENY,No,Of MV Parts/Accessories,1662
2021-09-07,20:20:00,20:30:00,1100 WILLIS AV     ,AGGRAVATED ASSAULT,No,,1663
2021-03-21,14:30:00,16:23:00,1100 WOLF ST     ,LARCENY,No,From Motor Vehicle,1664
2021-01-17,14:27:00,14:27:00,1100 WOLF ST     ,AGGRAVATED ASSAULT,Yes,,1665
2021-05-31,16:30:00,18:00:00,1200 ALMOND ST     ,BURGLARY,No,From Building,1666
2021-10-16,18:30:00,18:30:00,1200 ALMOND ST     ,LARCENY,No,All Other,1667
2021-12-22,13:00:00,13:00:00,1200 ALMOND ST     ,LARCENY,Yes,All Other,1668
2021-09-14,15:10:00,23:10:00,1200 ALMOND ST     ,LARCENY,No,All Other,1669
2021-06-30,14:00:00,15:33:00,1200 ALMOND ST     ,LARCENY,No,All Other,1670
2021-03-05,08:45:00,08:45:00,1200 ALMOND ST     ,ROBBERY,No,Motor Vehicle,1671
2021-03-11,18:45:00,18:45:00,1200 ALMOND ST     ,LARCENY,No,Purse Snatch,1672
2021-02-20,12:37:00,12:37:00,1200 AVERY AV     ,ROBBERY,Yes,,1673
2021-08-05,07:30:00,07:30:00,1200 BELLEVUE AV     ,AGGRAVATED ASSAULT,Yes,,1674
2021-11-08,12:00:00,16:30:00,1200 BELLEVUE AV   ,MV THEFT,No,Motor Vehicle,1675
2021-02-04,14:20:00,12:00:00,1200 BURNET AV     ,MV THEFT,No,Motor Vehicle,1676
2021-11-29,01:12:00,01:12:00,1200 BURNET AV   ,BURGLARY,Yes,From Building,1677
2021-11-13,17:00:00,09:00:00,1200 BURNET AV   ,LARCENY,No,Of MV Parts/Accessories,1678
2021-08-21,11:30:00,10:00:00,1200 BURNET AV     ,LARCENY,No,Of MV Parts/Accessories,1679
2021-01-17,00:13:00,00:40:00,1200 BURNET AV     ,BURGLARY,No,From Building,1680
2021-01-27,13:00:00,13:00:00,1200 BURNET AV     ,MV THEFT,Yes,Motor Vehicle,1681
2021-05-17,17:00:00,08:00:00,1200 BURNET AV     ,MV THEFT,No,Motor Vehicle,1682
2021-05-12,16:00:00,16:00:00,1200 BURNET AV     ,AGGRAVATED ASSAULT,Yes,,1683
2021-02-18,09:15:00,09:15:00,1200 BUTTERNUT ST     ,AGGRAVATED ASSAULT,No,,1684
2021-12-24,22:15:00,22:15:00,1200 BUTTERNUT ST     ,MV THEFT,No,Motor Vehicle,1685
2021-03-18,20:25:00,20:25:00,1200 BUTTERNUT ST     ,AGGRAVATED ASSAULT,No,,1686
2021-05-17,21:00:00,21:12:00,1200 BUTTERNUT ST     ,AGGRAVATED ASSAULT,Yes,,1687
2021-05-19,18:34:00,18:34:00,1200 BUTTERNUT ST     ,AGGRAVATED ASSAULT,Yes,,1688
2021-07-10,05:00:00,05:10:00,1200 BUTTERNUT ST     ,BURGLARY,No,From Building,1689
2021-06-30,16:41:00,16:41:00,1200 BUTTERNUT ST     ,LARCENY,No,All Other,1690
2021-10-21,05:57:00,06:11:00,1200 BUTTERNUT ST     ,BURGLARY,No,All Other,1691
2021-12-27,23:09:00,23:09:00,1200 BUTTERNUT ST     ,ROBBERY,Yes,,1692
2021-07-30,07:00:00,12:28:00,1200 COURT ST     ,LARCENY,No,From Building,1693
2021-05-04,10:30:00,17:00:00,1200 COURT ST     ,LARCENY,No,All Other,1694
2021-09-13,11:00:00,09:10:00,1200 COURT ST     ,LARCENY,No,From Mailbox,1695
2021-02-04,08:49:00,08:49:00,1200 E  COLVIN ST     ,ROBBERY,No,Shoplifting,1696
2021-04-18,22:04:00,22:04:00,1200 E  FAYETTE ST     ,LARCENY,No,All Other,1697
2021-01-05,01:12:00,01:12:00,1200 ERIE BLVD W ,BURGLARY,No,,1698
2021-10-23,20:00:00,08:00:00,1200 HARRISON ST     ,LARCENY,No,From Motor Vehicle,1699
2021-12-27,21:00:00,03:00:00,1200 HARRISON ST     ,LARCENY,No,From Motor Vehicle,1700
2021-06-17,22:05:00,13:05:00,1200 HARRISON ST     ,LARCENY,No,From Motor Vehicle,1701
2021-10-18,21:00:00,23:38:00,1200 HARRISON ST     ,BURGLARY,No,All Other,1702
2021-01-19,13:21:00,12:00:00,1200 HARRISON ST     ,BURGLARY,No,From Building,1703
2021-09-11,02:00:00,08:00:00,1200 HARRISON ST     ,LARCENY,No,All Other,1704
2021-08-16,14:00:00,12:00:00,1200 HAWLEY AV     ,BURGLARY,No,,1705
2021-07-18,16:00:00,16:11:00,1200 IVY RIDGE RD     ,MV THEFT,No,Motor Vehicle,1706
2021-10-12,21:10:00,21:10:00,1200 JAMES ST     ,ROBBERY,No,All Other,1707
2021-02-04,23:30:00,08:00:00,1200 LEMOYNE AV     ,LARCENY,No,From Motor Vehicle,1708
2021-03-13,02:30:00,02:31:00,1200 LODI ST     ,BURGLARY,No,All Other,1709
2021-08-15,04:52:00,04:57:00,1200 LODI ST     ,ROBBERY,No,All Other,1710
2021-06-22,21:45:00,21:50:00,1200 LODI ST     ,LARCENY,No,All Other,1711
2021-03-09,07:00:00,07:07:00,1200 LODI ST     ,AGGRAVATED ASSAULT,Yes,,1712
2021-06-16,17:55:00,17:55:00,1200 LODI ST     ,AGGRAVATED ASSAULT,No,,1713
2021-07-28,10:39:00,10:39:00,1200 LODI ST     ,LARCENY,No,All Other,1714
2021-05-07,09:20:00,12:30:00,1200 MADISON ST     ,LARCENY,No,From Motor Vehicle,1715
2021-05-25,15:39:00,15:39:00,1200 MADISON ST     ,BURGLARY,No,,1716
2021-06-05,03:00:00,03:00:00,1200 MADISON ST     ,LARCENY,No,All Other,1717
2021-09-12,21:10:00,21:10:00,1200 MADISON ST     ,LARCENY,No,From Motor Vehicle,1718
2021-09-13,01:20:00,01:36:00,1200 MADISON ST     ,ROBBERY,No,From Building,1719
2021-12-12,21:30:00,11:00:00,1200 MADISON ST     ,LARCENY,No,From Motor Vehicle,1720
2021-01-24,08:00:00,08:00:00,1200 MIDLAND AV     ,AGGRAVATED ASSAULT,No,,1721
2021-05-08,,12:15:00,1200 MILTON AV ,MURDER,Yes,,1722
2021-02-20,05:07:00,05:07:00,1200 MILTON AV     ,BURGLARY,No,From Building,1723
2021-01-23,21:52:00,21:52:00,1200 MILTON AV     ,MV THEFT,No,Motor Vehicle,1724
2021-05-07,22:00:00,02:30:00,1200 MILTON AV     ,AGGRAVATED ASSAULT,No,,1725
2021-02-28,22:42:00,22:42:00,1200 MILTON AV     ,AGGRAVATED ASSAULT,No,,1726
2021-01-13,23:47:00,23:47:00,1200 MILTON AV     ,MV THEFT,No,Motor Vehicle,1727
2021-10-24,16:37:00,16:37:00,1200 N  GLENCOVE RD     ,AGGRAVATED ASSAULT,Yes,,1728
2021-07-16,14:38:00,14:38:00,1200 N  STATE ST     ,AGGRAVATED ASSAULT,Yes,From Building,1729
2021-06-25,03:00:00,03:41:00,1200 N  STATE ST     ,BURGLARY,Yes,Motor Vehicle,1730
2021-12-06,02:00:00,10:08:00,1200 N  STATE ST     ,BURGLARY,No,All Other,1731
2021-06-25,08:35:00,08:35:00,1200 N  STATE ST     ,BURGLARY,Yes,,1732
2021-05-31,03:32:00,03:32:00,1200 PARK ST     ,AGGRAVATED ASSAULT,No,,1733
2021-11-26,07:03:00,07:04:00,1200 PARK ST     ,ROBBERY,No,Purse Snatch,1734
2021-09-26,00:00:00,00:00:00,1200 PARK ST     ,MV THEFT,No,Motor Vehicle,1735
2021-12-05,12:00:00,10:17:00,1200 PARK ST     ,LARCENY,No,All Other,1736
2021-03-03,02:01:00,02:01:00,1200 S  GEDDES ST     ,BURGLARY,No,From Building,1737
2021-10-27,23:40:00,23:56:00,1200 S  GEDDES ST     ,ROBBERY,No,,1738
2021-07-13,02:45:00,02:48:00,1200 S  GEDDES ST     ,AGGRAVATED ASSAULT,Yes,,1739
2021-12-13,21:15:00,22:00:00,1200 S  SALINA ST     ,LARCENY,No,Of MV Parts/Accessories,1740
2021-03-21,18:00:00,23:00:00,1200 SALT SPRINGS RD     ,BURGLARY,No,All Other,1741
2021-10-14,00:00:00,00:00:00,1200 SOUTH        ,LARCENY,No,All Other,1742
2021-10-14,20:30:00,20:30:00,1200 SOUTH AV     ,AGGRAVATED ASSAULT,No,,1743
2021-02-19,01:55:00,01:55:00,1200 SOUTH AV     ,AGGRAVATED ASSAULT,No,,1744
2021-05-09,17:53:00,17:53:00,1200 SOUTH AV     ,LARCENY,Yes,All Other,1745
2021-08-14,18:57:00,18:57:00,1200 SOUTH AV     ,LARCENY,Yes,From Building,1746
2021-11-22,09:39:00,09:39:00,1200 SOUTH AV   ,AGGRAVATED ASSAULT,Yes,,1747
2021-10-18,12:38:00,12:38:00,1200 SOUTH AV     ,ROBBERY,No,From Building,1748
2021-07-12,19:00:00,19:00:00,1200 SOUTH AV     ,ROBBERY,No,From Building,1749
2021-12-14,08:05:00,08:05:00,1200 SOUTH AV   ,LARCENY,No,From Building,1750
2021-10-20,00:01:00,00:01:00,1200 SOUTH AV   ,BURGLARY,No,All Other,1751
2021-01-08,00:00:00,08:30:00,1200 SOUTH AV     ,LARCENY,No,All Other,1752
2021-11-06,09:00:00,09:00:00,1200 SPRING ST     ,LARCENY,No,From Mailbox,1753
2021-01-16,00:10:00,00:10:00,1200 SPRING ST     ,ROBBERY,No,All Other,1754
2021-10-27,17:25:00,17:30:00,1200 SPRING ST     ,AGGRAVATED ASSAULT,Yes,,1755
2021-11-07,23:20:00,23:54:00,1200 SPRING ST     ,AGGRAVATED ASSAULT,No,,1756
2021-08-16,04:50:00,04:50:00,1200 VALLEY DR     ,LARCENY,No,From Motor Vehicle,1757
2021-05-31,18:30:00,18:30:00,1200 W  BELDEN AVE    ,LARCENY,No,From Building,1758
2021-05-19,22:37:00,22:37:00,1200 W  FAYETTE ST     ,BURGLARY,No,,1759
2021-09-07,10:40:00,10:40:00,1200 W  GENESEE ST     ,LARCENY,No,All Other,1760
2021-11-28,03:35:00,03:35:00,1200 W  GENESEE ST     ,BURGLARY,No,,1761
2021-06-24,09:00:00,07:00:00,1200 W  GENESEE ST     ,LARCENY,No,Of MV Parts/Accessories,1762
2021-12-16,18:00:00,09:00:00,1200 W  GENESEE ST     ,BURGLARY,No,All Other,1763
2021-08-13,22:46:00,22:46:00,1200 W  GENESEE ST     ,BURGLARY,No,,1764
2021-05-20,11:45:00,11:45:00,1200 W  ONONDAGA ST     ,AGGRAVATED ASSAULT,Yes,,1765
2021-05-24,,17:52:00,1200 W ONONDAGA ST ,MURDER,Yes,,1766
2021-07-16,12:00:00,02:00:00,1200 WADSWORTH ST     ,LARCENY,Yes,From Motor Vehicle,1767
2021-01-07,14:31:00,14:31:00,1200 WESTCOTT ST     ,LARCENY,No,All Other,1768
2021-01-31,17:00:00,20:00:00,1200 WILLIS AV     ,LARCENY,No,From Motor Vehicle,1769
2021-01-31,18:00:00,19:00:00,1200 WILLIS AV     ,LARCENY,No,From Motor Vehicle,1770
2021-11-27,05:50:00,05:59:00,1200 WILLIS AV   ,BURGLARY,No,From Building,1771
2021-02-27,19:21:00,19:21:00,1200 WILLIS AV     ,LARCENY,No,From Building,1772
2021-04-05,19:00:00,21:30:00,1300 BURNET AV     ,LARCENY,No,Of Bicycle,1773
2021-02-19,09:50:00,09:55:00,1300 BURNET AV     ,MV THEFT,No,Motor Vehicle,1774
2021-10-09,15:15:00,19:30:00,1300 BURNET AV     ,BURGLARY,No,From Building,1775
2021-06-24,16:30:00,04:00:00,1300 BUTTERNUT ST     ,BURGLARY,No,From Building,1776
2021-12-25,23:00:00,10:00:00,1300 BUTTERNUT ST     ,LARCENY,No,From Motor Vehicle,1777
2021-10-18,14:00:00,12:52:00,1300 BUTTERNUT ST     ,LARCENY,Yes,From Building,1778
